,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2843300000,3282800000,3409600000,3759800000,4067800000,4271200000,4313600000,4003700000,3555800000,3968000000,4603100000,5125700000,5348300000,5815700000,7310400000,8085700000,9681500000,11186100000,12208400000,13515500000,13972400000,16128000000,17133500000,18109000000,19165500000,17396300000,PSE,West Bank and Gaza,GDP (current US$),13989700000,15405400000,16276600000,15531700000
,,,,,,,,,,426566440,480214569.6,569517256.1,763529818.2,1045235759,1147846193,1145576765,1204225094,1380350731,1661086764,1890462575,1955896932,1925210535,1843164674,1938207509,1862274198,2030422410,1986321623,2046491428,2132735952,2385286558,2529764745,2777196195,2916386567,3414847819,3706469724,3971732138,3981606457,3432249336,3744358277,3448222601,3391891585,3556817548,4239645994,4876721916,5412748920,5680719028,6259150036,6702842278,6042995506,6646636169,7754564667,8219726546,8544636536,9082590663,10290482444,10729092905,9493809707,10316299127,11232231820,PSS,Pacific island small states,GDP (current US$),9290027187,9532201526,10791457053,9505064736
1.03627E+12,1.10393E+12,1.19431E+12,1.28506E+12,1.40399E+12,1.52674E+12,1.67042E+12,1.78526E+12,1.93632E+12,2.1332E+12,2.34011E+12,2.59762E+12,3.01628E+12,3.64812E+12,4.07578E+12,4.56815E+12,4.95576E+12,5.59951E+12,6.74544E+12,7.75054E+12,8.57741E+12,8.6768E+12,8.63749E+12,8.96321E+12,9.36409E+12,9.85884E+12,1.20513E+13,1.39716E+13,1.57373E+13,1.64318E+13,1.84362E+13,1.94485E+13,2.08667E+13,2.10224E+13,2.25136E+13,2.4977E+13,2.50954E+13,2.46019E+13,2.47081E+13,2.59455E+13,2.63988E+13,2.61437E+13,2.72685E+13,3.05705E+13,3.39705E+13,3.57416E+13,3.76042E+13,4.10425E+13,4.34754E+13,4.09255E+13,4.26856E+13,4.58477E+13,4.57797E+13,4.62707E+13,4.46698E+13,4.76671E+13,5.10188E+13,5.55888E+13,5.65642E+13,5.98518E+13,PST,Post-demographic dividend,GDP (current US$),47207300000000,45693400000000,50504300000000,50004900000000
,,,,,176534588.4,215659453.6,220984367.6,259590074.5,242943783.1,254036000.8,296865513.7,326433558.1,431252938.1,555340842.9,690323388.5,732288906.3,793196378.7,1005569835,1215032464,1320416025,1234743073,1235897958,1284180701,1325515445,1448281228,2212028300,2677977163,2723496362,2731683484,3320159522,3410078968,3713785765,3544608548,3676123788,4186994249,4166072830,3762859093,3903186593,3911602004,3599845480,3573808556,3965405553,4927780607,5564109982,5705052135,5877997980,6631156406,7136741422,6584557974,6086644799,6203940037,5692858099,6031827123,5325846362,5833352693,6022276196,6150640646,5814661209,,PYF,French Polynesia,GDP (current US$),6151996561,5497036477,6135116253,5792545871
,,,,,,,,,,301791301.8,387703105.5,510262500.2,793885560,2401403227,2512773166,3284273987,3617564638,4052000413,5632962997,7829165262,8661263764,7596703214,6467582308,6704395824,6153296456,5053021951,5446428681,6038187033,6487912088,7360439423,6883516484,7646153984,7156593654,7374450769,8137911978,9059340385,11297802115,10255495027,12393131868,17759890110,17538461538,19363736264,23533791209,31734065934,44530494505,60882142857,79712087912,1.1527E+11,97798351648,1.25122E+11,1.67775E+11,1.86834E+11,1.98728E+11,1.6174E+11,1.61099E+11,1.76371E+11,1.79732E+11,2.3577E+11,,QAT,Qatar,GDP (current US$),206225000000,151732000000,183335000000,144411000000
,,,,,,,,,,,,,,,,,,,,,,,,,,,38067567568,40424528302,41450777202,38247882300,28850634900,25121666667,26361160450,30072805104,37430162103,36937074278,35575214078,41696091974,35953156754,37253739511,40395116581,46065502703,57806384143,74973656852,98454380120,1.22024E+11,1.74589E+11,2.14317E+11,1.74102E+11,1.70029E+11,1.92614E+11,1.79133E+11,1.89789E+11,1.77884E+11,2.10147E+11,2.51018E+11,2.8581E+11,2.98892E+11,3.51003E+11,ROU,Romania,GDP (current US$),199714000000,185288000000,243316000000,251363000000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.54829E+11,5.06631E+11,5.17014E+11,5.17963E+11,4.60291E+11,4.35084E+11,3.95077E+11,3.95537E+11,3.91725E+11,4.04929E+11,2.70955E+11,1.95907E+11,2.5971E+11,3.06602E+11,3.4547E+11,4.30347E+11,5.91017E+11,7.64016E+11,9.89932E+11,1.2997E+12,1.66085E+12,1.22265E+12,1.52492E+12,2.04592E+12,2.20829E+12,2.29247E+12,1.36348E+12,1.5742E+12,1.69312E+12,1.84339E+12,2.26603E+12,2.02142E+12,RUS,Russian Federation,GDP (current US$),2059240000000,1276790000000,1657330000000,1493080000000
119000024,122000016,125000008,128000000,129999994,148799980,124525702.9,159560018,172200018,188700037,219900006,222952504.4,246457838.3,290746157.1,308458423.2,571863500.2,637753853.1,746650613,905709076.4,1109346131,1254765642,1407062527,1407243139,1479687587,1587413084,1715626331,1944710684,2157432668,2395492687,2405022593,2550185679,1911600237,2029026962,1971525712,753636370.5,1293535193,1382334879,1851558197,1989343546,2157108767,2068837212,1966600292,1966004243,2138237346,2376495587,2933819820,3319783952,4070508543,5179853221,5674476707,6124756894,6884912957,7654762345,7819963627,8543759089,9252834120,10349299856,11069280277,13316160804,14097768648,RWA,Rwanda,GDP (current US$),8238966247,8695272095,9637904553,10174387614
47274328379,50467431650,53905757721,60496393964,69320094074,74300329652,61634144134,67988908261,71642503355,78860212866,85149253641,90601671637,91337915060,1.04514E+11,1.26551E+11,1.35367E+11,1.31874E+11,1.527E+11,1.73796E+11,1.94667E+11,2.35543E+11,2.50077E+11,2.58727E+11,2.73882E+11,2.72607E+11,2.96435E+11,3.13955E+11,3.48602E+11,3.74584E+11,3.78017E+11,4.06963E+11,3.62063E+11,3.84522E+11,3.8089E+11,4.32086E+11,4.79585E+11,5.24681E+11,5.50409E+11,5.58117E+11,5.97995E+11,6.47682E+11,6.62514E+11,6.95456E+11,8.11669E+11,9.41601E+11,1.07583E+12,1.22074E+12,1.53604E+12,1.55969E+12,1.70271E+12,2.08236E+12,2.29409E+12,2.32794E+12,2.3899E+12,2.73362E+12,3.43392E+12,3.65821E+12,4.07988E+12,4.32729E+12,4.47557E+12,SAS,South Asia,GDP (current US$),2614920000000,3011040000000,3534070000000,3493120000000
1748124063,1920811284,2130606532,2207393171,2371808713,2647955558,2920555557,3257022223,4187777711,4485777644,5377333333,7184806909,9664267087,14947435499,45412957746,46773208643,64005665722,74188986586,80266516687,1.11858E+11,1.6454E+11,1.84291E+11,1.5324E+11,1.29172E+11,1.19625E+11,1.03898E+11,86961922765,85695861148,88256074766,95344459279,1.1763E+11,1.32223E+11,1.37088E+11,1.32968E+11,1.35175E+11,1.43343E+11,1.58662E+11,1.65964E+11,1.46775E+11,1.61717E+11,1.89515E+11,1.84138E+11,1.89606E+11,2.15808E+11,2.58742E+11,3.2846E+11,3.769E+11,4.15965E+11,5.19797E+11,4.29098E+11,5.28207E+11,6.76635E+11,7.4185E+11,7.53865E+11,6.69484E+11,7.14995E+11,8.38565E+11,8.74156E+11,1.10857E+12,1.06758E+12,SAU,Saudi Arabia,GDP (current US$),766606000000,666000000000,846584000000,734271000000
1127011494,1223563218,1329022989,1352011494,1389080460,1447701149,1485344828,1608333333,1678735632,1848563218,2101436782,2289655172,2484482759,3079022989,3961206897,4825862069,6016666667,7503448276,8138461538,8421678322,8951800000,10751162791,8735294118,8230153846,10447615385,8075347222,10092200000,12093333333,14372555556,21408111111,33641222222,44168918919,7031909434,8881005436,12793794737,13830363900,9018300725,11681175864,11250221537,10682028340,12257299147,15716361792,18137128388,21355298460,26646007251,35182711988,45263831634,59440139775,64833083257,51621044077,58962978034,55018567211,37632919967,43024018082,51726758677,41283617976,32338079165,34229513775,51666875363,1.09327E+11,SDN,Sudan,GDP (current US$),49516748618,42630376000,32333780383,27034593750
1003692370,1058975257,1085475791,1122139862,1188930645,1210058228,1246908186,1246480766,1309384862,1245234931,1297407655,1339549033,1620857104,1863398590,2099325229,2830388405,2869777884,2938046463,3280354921,4084877823,4510108291,4095892781,4013951443,3569356125,3485165432,3818944918,5392093446,6487353103,6418419389,6366039373,7390967360,7255210470,7769817840,7367986241,5034588196,6326342633,6559712166,6041478726,6505607909,6592834933,6013185004,6507824829,7006402320,8768721563,10076816667,11009033438,11697918243,13994218413,16853989628,16145867495,16121315909,17814283639,17660870412,18918667725,17774766696,20996562944,23403995992,27520784130,27619479060,31013986429,SEN,Senegal,GDP (current US$),19797253440,19040312333,23116701556,24530513038
704751700.3,764629788.1,826239211.8,917608012.5,894153311.4,974644096.1,1096425608,1238035816,1425706091,1659893768,1920574150,2263785444,2721440981,3696213333,5221534956,5633673930,6327077974,6618585074,7517176355,9296921724,11896256783,14175228844,16084252378,17784112150,19749361098,19156532746,18586746057,20919215578,25371462488,30465364739,36144336769,45466164978,52131320033,60603815716,73688724431,87812540788,96293086513,1.00124E+11,85728207782,86286849755,96076539926,89793790670,92538372870,97646401096,1.15034E+11,1.27808E+11,1.48627E+11,1.80942E+11,1.93617E+11,1.9415E+11,2.39808E+11,2.79356E+11,2.95093E+11,3.07576E+11,3.07999E+11,3.43257E+11,3.76902E+11,4.34112E+11,4.98475E+11,5.01428E+11,SGP,Singapore,GDP (current US$),314864000000,319054000000,376893000000,349488000000
,,,,,,,25203524.03,28084252.76,28606411.4,,50056882.82,40606712.05,55272108.84,84539332.28,74620320.03,83100834.31,93145283.36,111027427.2,151276496.5,182852106.4,193750540.6,192902018.7,181220399,181570474.1,165524943.6,147620047.5,155128542.2,176494393.9,172882410.7,214877666.7,227540473.3,269034595.8,300746361.1,402837005.3,469443201.5,510586430.2,526554006,457579840.2,488024514.4,419842674.2,409508553,346406738.9,417668983.4,468005318.6,552864570.2,617258154.3,695295347.6,776337691.8,805557562.6,898133684.9,1063895361,1185215418,1285911586,1307909888,1469789119,1619155017,1522794913,1566360686,1631286701,SLB,Solomon Islands,GDP (current US$),1335571421,1379490304,1615478393,1536145814
322151470.6,327979248.4,342872712.4,348700653.6,372012091.5,359523809.5,375630252.1,348895027.6,329991956.8,408853541.4,434584033.6,419495908.5,465254432,575471323.5,648940350.9,679352433.6,594810152.7,692079581.2,960765043,1109343236,1100476190,1114926661,1294995964,995278514.6,1087450199,856890498.6,490181456.6,660106321.4,1055083945,932974411.9,649644097.6,780098205.2,679997997.6,768812334.8,911915970.7,870758739.4,941742152.7,850218033.6,672375927.3,669384768.9,635874002.2,1074851475,1236235827,1369685677,1430217081,1627058425,1862116291,2126679544,2451896435,2419014960,2578159804,2932274309,3789251613,4920343317,4252029354,3719443418,4076578699,4249234704,4094563859,3809832237,SLE,Sierra Leone,GDP (current US$),5015180725,3862721266,4085114388,4062906266
,,,,,877720000,929520000,976200000,1009760100,1049400000,1132920000,1186120000,1263720000,1442320000,1665880000,1884120100,2328280100,2941640100,3127960000,3463639900,3573959900,3437200200,3399189100,3506347800,3661683400,3800368600,3771663200,3958045800,4189880000,4372215300,4817542204,5252342400,5813399300,6680269200,7679384000,8921947100,9586327800,10221705900,10936669900,11284197000,11784927700,12282533600,12664190300,13243892200,13724810900,14698000000,15999890000,17011750000,17986890000,17601620000,18447920000,20283780000,21386150000,21990960000,23438240000,24979190000,26881140000,29043140000,31988920000,34015620000,SLV,El Salvador,GDP (current US$),22593470000,24191430000,26020850000,24921190000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1109098658,1005159388,1077413479,1168269231,1464326161,1723750000,1785847531,1908167106,2185874624,2393437820,2056126702,1881191950,1813717695,1604701051,1678741202,1419400404,1528621195,1616188702,1855382833,,,SMR,San Marino,GDP (current US$),1673910988,1468342431,1655354304,1541247884
180459936.8,191659914.4,203531927.5,216145935.9,229529912.7,243725898,257375897,271781886.8,286719885.3,306357284.6,347985394.3,347039445.7,447883941.2,483699610.6,572504035.9,757015878.8,871344245.1,498550724.6,564571823.2,589566929.1,602515548.5,699302473.1,774578932,735408641.8,787434541.7,875702247.2,916590786.3,1018972664,1051596967,1181360844,1031282081,717974929.8,709297578.5,1260132956,1481205098,1534756135,1792234297,2191749014,2962047564,3045751528,3412797450,2252847465,2192684135,2836724352,3859592813,4683246454,5026743282,5430713729,5913620293,2948594552,2687807004,2906000097,4041702389,5836021227,6984947145,8252394373,9420431258,9838711529,10419541202,11679800110,SOM,Somalia,GDP (current US$),6537360533,7390796617,8278212314,9204140383
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19374911220,20302145339,16832598870,21818007449,25676488000,19457979423,19388663551,6875845987,12960546471,17120906918,22482365322,26141968161,27683225959,32482070360,43170990616,52194221469,45162894381,41819468692,49258136129,43309252921,48394239475,39655949731,44179075779,51514242939,63101042898,63563410721,75187125427,SRB,Serbia,GDP (current US$),47062202419,40692661657,50640662859,53356484591
33090214944,34977868084,37290528805,40204671362,43801439277,47294334234,51087667657,52466543012,55815747943,62314473363,70436667211,71791051606,80983186014,1.03241E+11,1.3139E+11,1.44581E+11,1.57959E+11,1.7168E+11,1.90572E+11,2.27962E+11,2.90218E+11,4.02288E+11,3.7177E+11,3.34285E+11,2.99764E+11,2.84675E+11,2.65264E+11,2.9833E+11,3.12819E+11,3.16929E+11,3.7331E+11,4.0144E+11,3.62732E+11,3.68789E+11,3.77141E+11,4.79947E+11,5.35109E+11,5.64078E+11,5.65282E+11,4.03404E+11,4.27688E+11,4.09107E+11,4.45364E+11,5.61067E+11,6.96791E+11,8.2695E+11,9.75498E+11,1.12946E+12,1.28046E+12,1.22319E+12,1.44713E+12,1.62661E+12,1.68939E+12,1.79617E+12,1.66723E+12,1.62418E+12,1.82859E+12,1.93128E+12,2.05904E+12,2.03061E+12,SSA,Sub-Saharan Africa (excluding high income),GDP (current US$),1872890000000,1520440000000,1779120000000,1714840000000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14586253383,12231264525,14602072411,14907308933,11931472169,18426469017,11997800760,,,,,,SSD,South Sudan,GDP (current US$),13962212847,,,
33100575536,34987537580,37301164846,40216476668,43814559610,47307327016,51101227868,52480175560,55828395269,62326882333,70450505278,71808603912,81009348079,1.03272E+11,1.31425E+11,1.44621E+11,1.57999E+11,1.71735E+11,1.90648E+11,2.2808E+11,2.90363E+11,4.02432E+11,3.71909E+11,3.34425E+11,2.99912E+11,2.84845E+11,2.65479E+11,2.9859E+11,3.13117E+11,3.17251E+11,3.73699E+11,4.01834E+11,3.63195E+11,3.69296E+11,3.77661E+11,4.80489E+11,5.35646E+11,5.64679E+11,5.65932E+11,4.04071E+11,4.28346E+11,4.09773E+11,4.4611E+11,5.61821E+11,6.97688E+11,8.27932E+11,9.76584E+11,1.13054E+12,1.28144E+12,1.22404E+12,1.44811E+12,1.62767E+12,1.69048E+12,1.79751E+12,1.66866E+12,1.62586E+12,1.83046E+12,1.93277E+12,2.0611E+12,2.03275E+12,SSF,Sub-Saharan Africa,GDP (current US$),1874280000000,1522010000000,1780910000000,1716220000000
,,,,,,,,,,4466735993,5000430795,5807495690,7469620100,10181292908,10730993243,12168150478,14608238751,16966306081,20881578098,27438523049,27861833675,27745498254,27080519124,28011425418,28142756692,29954795791,35074153055,38433795911,39127757025,44747769952,46967025004,50718222736,50463646244,53830919904,61225931020,64221535016,67849318093,69616675805,73166388467,76825026680,77134382258,83440932717,98713950503,1.14441E+11,1.28663E+11,1.4464E+11,1.69973E+11,1.85058E+11,1.64141E+11,1.74536E+11,1.95164E+11,1.96185E+11,2.03748E+11,1.95343E+11,2.2219E+11,2.43792E+11,2.54207E+11,2.81851E+11,2.98978E+11,SST,Small states,GDP (current US$),210645000000,202184000000,240867000000,219068000000
,,,,,,,,,,37211810.7,37289066.26,41430878.78,56011606.01,57817986.54,60102309.36,52039548.59,49207781.82,55044150.45,65755141.78,81663164.78,83500282,80306989.03,75110646.1,78213203.84,82733794.12,115928951,115953392.3,99001149.07,98545367.42,119297935.7,107484142.7,94861780.62,125742228.8,131338414.6,103695236.8,135188165.7,91920274.24,72285403.84,77302211.92,76198394.82,75951133.38,85171073.88,102085769.1,114582283.9,136450662.4,142775104.1,149146918.9,188021165,200668065,190021192.5,226455001.2,229371348.2,267041747.6,259999643,322002845.2,412976064.5,524402450.8,542686976.5,603240749,STP,Sao Tome and Principe,GDP (current US$),293119143.2,292267272.2,383717327.8,471229484.6
99650000,107700000,116150000,125950000,134400000,154150000,190350000,220700000,241350000,259650000,274900000,301000000,311950000,339450000,409850000,465500000,505500000,641500000,735500000,782500000,795000000,889000000,915000000,883500000,864000000,873000000,891000000,980000000,1161000000,542600000,388400000,448100000,404600000,428764705.9,605492537.3,691590497.7,861372806.2,926422500,1110850000,886290697.7,947671969.7,834279357.8,1093574468,1274190311,1484092538,1793410397,2626380435,2936612022,3532969035,3875409836,4368370998,4422276622,4980000000,5145757576,5126237646,3591679431,4016040575,3081401726,3620987993,3782437296,SUR,Suriname,GDP (current US$),5240606061,3317421648,3996198867,2911807496
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12747380650,14272201755,15495514297,16520676974,20162936291,25840146405,27925036755,27706028096,29856000671,30463670124,29242558797,30778781607,35297794386,46919965224,57437444469,62808723477,70767338922,86563986799,1.0088E+11,89399303222,91162836320,99922685425,94623731086,98935222175,88900883131,95649966261,1.05712E+11,1.18563E+11,1.15585E+11,1.32794E+11,SVK,Slovak Republic,GDP (current US$),101437000000,89952699525,106138000000,106738000000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19817923036,14444213920,14267106464,14439020929,16389101594,21352224019,21507232649,20763101741,22146231968,22711384311,20289627637,20876309970,23489890274,29634713641,34414784504,36206395971,39481045038,48067401207,55779427740,50567734886,48208240226,51583869785,46577793184,48415657265,43107506024,48589100043,54386654314,61832201544,60063475466,68216781411,SVN,Slovenia,GDP (current US$),49997186439,44766722791,54177882426,53734526854
15953203853,17354781171,18821353529,20371666154,22718426804,25000191834,27194141951,29517675437,31323283317,34016617942,38092452061,41566412923,48954145809,59404966684,66013338965,82885397621,89362071673,94468740851,1.04442E+11,1.23386E+11,1.42092E+11,1.29687E+11,1.14381E+11,1.05014E+11,1.09201E+11,1.14124E+11,1.50498E+11,1.8301E+11,2.06987E+11,2.17948E+11,2.61846E+11,2.74229E+11,2.84321E+11,2.12953E+11,2.29034E+11,2.67306E+11,2.91744E+11,2.68146E+11,2.70809E+11,2.74072E+11,2.62835E+11,2.42396E+11,2.66849E+11,3.34337E+11,3.85118E+11,3.92218E+11,4.23093E+11,4.91253E+11,5.17706E+11,4.36537E+11,4.95813E+11,5.74094E+11,5.52484E+11,5.86842E+11,5.05104E+11,5.41019E+11,5.3388E+11,6.39715E+11,5.9041E+11,5.93268E+11,SWE,Sweden,GDP (current US$),581964000000,515655000000,555455000000,547054000000
35076845.97,43026042.79,45927961.63,54129438.35,64980554.01,70279971.89,76859969.26,74759970.1,79799968.08,105419957.8,112139955.1,136462080.7,146736479.2,221915127.6,264320941,288299788.5,272550068.1,304060076,340630085.2,412093133.8,541976852.6,570774824.8,537568059.4,555336145.8,494483408.9,360079419.4,449140318.4,584126092.3,692026454.7,696921542.4,1114694041,1156135718,1284759928,1357189552,1419294254,1698989464,1602741834,1716714070,1576908856,1547888496,1738093840,1542477309,1432221739,2197598466,2770082792,3178112499,3291330019,3469381231,3294084314,3580428053,4438765086,4820478680,4886551484,4597552982,4063245671,4402969226,4495267266,4850842541,4790922789,4597855845,SWZ,Eswatini,GDP (current US$),4422986272,3816019193,4666598024,3982236694
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936089385.5,985865921.8,1022905028,1417888715,1353212123,1407880447,1353071061,1537088715,1623165683,SXM,Sint Maarten (Dutch part),GDP (current US$),1361811508,1427017207,1259200447,1236428101
12012024.62,11592023.76,12642025.92,13923028.54,15393031.56,15603031.99,16443033.71,16632032.13,16074027.65,16452028.3,18432031.7,21965950.77,30645122.92,36896280.48,43134496.16,47803145.95,49278981.76,64526401.46,85552365.8,127261099.2,156783829.5,163750728.2,157211789.7,156098237,160992921,179691482.7,221147061.3,265212956.9,301985618.1,324333366.5,392163560.9,398307169.9,461409398.9,504230620.6,517570058.2,540733047.7,535250347.1,598966982.4,647287375.8,662838614.9,654212394.3,662064155.9,742134837.5,750847230.1,893012218.2,977899381.8,1081441283,1077308814,979597394.3,850901620.4,981616542.3,1058918707,1089407839,1333160407,1432403352,1675370641,1868690097,1487173795,2057968520,2141450171,SYC,Seychelles,GDP (current US$),1387577870,1568513348,1784313927,1382551752
857704431.7,945244992.2,1110565864,1200447429,1339494290,1472036551,1342287557,1580229795,1753746370,2245011572,2140383979,2589851241,3059681665,3239487612,5159556981,6826980535,7633528674,7696011417,9275200185,9929681649,13062420541,15518201654,16298929565,17589277050,17503077755,16403540490,13293205173,11356215251,10577041826,9853395872,12308624284,12981833333,13253565899,13695962019,10122020000,11396706587,13789560878,14505233463,15200846154,15873875969,18937052543,20237024725,20669357462,21828144686,25086950495,28858965517,33751788856,40465318382,52557913193,54111735242,61390831318,67539427671,43190317725,21361254648,16466863097,16369843341,22583045053,8980060819,,,SYR,Syrian Arab Republic,GDP (current US$),21502061462,12597854884,21497782881,11155888304
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358744800,366707900,409753600,485598800,578645800,721891500,773489700,862683600,703175800,686787800,728789600,727161000,754238000,942070000,1028941663,1177285212,1045782454,1228794383,1402054391,TCA,Turks and Caicos Islands,GDP (current US$),841070000,1032452000,1128749005,774653669.3
313582728.1,333975336.1,357635713.4,371767002.2,392247517.7,416926303.3,432794921.7,449826322.6,453980096.2,471635621.6,469266736.7,501866730.1,585427546.8,647199483,652532795.1,864602104.7,866044962,935360464.7,1113920124,1004316496,1033002404,876937558.3,834369859.7,832415806,919103734.9,1033069709,1067828246,1163426852,1482597298,1433686312,1738605558,1877137982,1881847670,1463251164,1179837963,1445919895,1607345356,1544689577,1744794531,1534673583,1388506772,1710843377,1997005709,2742815072,4422855661,6649307524,7428701454,8650137743,10393833765,9290728319,10668103554,12172308851,12367362757,12953534866,10950392257,10000394381,11314951092,11779981332,12396807590,13149325359,TCD,Chad,GDP (current US$),13940767219,10097778098,11239167898,10715396042
80685253693,71080358604,64831016133,70122068233,81001305880,94384459809,1.03262E+11,1.0026E+11,1.01361E+11,1.1398E+11,1.26926E+11,1.36308E+11,1.55206E+11,1.95231E+11,2.21266E+11,2.48315E+11,2.52481E+11,2.90997E+11,2.82442E+11,3.27023E+11,3.77278E+11,4.02781E+11,4.23019E+11,4.42929E+11,4.79908E+11,5.25456E+11,5.2407E+11,5.18006E+11,5.7499E+11,6.21582E+11,6.66024E+11,7.22767E+11,8.10544E+11,8.8964E+11,1.07067E+12,1.32053E+12,1.5166E+12,1.56882E+12,1.43158E+12,1.57611E+12,1.73414E+12,1.84498E+12,2.04198E+12,2.31114E+12,2.67977E+12,3.10402E+12,3.7383E+12,4.72606E+12,5.97982E+12,6.48335E+12,7.89086E+12,9.63885E+12,1.07467E+13,1.18555E+13,1.33069E+13,1.48628E+13,1.7192E+13,2.08143E+13,2.10877E+13,2.11241E+13,TEA,East Asia & Pacific (IDA & IBRD countries),GDP (current US$),12784500000000,13597900000000,16619900000000,17465800000000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.85743E+11,9.57407E+11,1.0167E+12,9.98576E+11,9.25303E+11,9.22191E+11,8.34356E+11,9.23818E+11,9.50432E+11,9.80302E+11,9.47639E+11,8.21601E+11,8.94544E+11,9.0954E+11,1.0227E+12,1.2582E+12,1.62801E+12,2.03929E+12,2.46636E+12,3.1724E+12,3.92684E+12,3.11374E+12,3.65787E+12,4.45022E+12,4.64686E+12,4.91575E+12,3.62795E+12,3.90973E+12,4.15971E+12,4.62363E+12,5.22007E+12,5.46628E+12,TEC,Europe & Central Asia (IDA & IBRD countries),GDP (current US$),4644400000000,3486200000000,4077640000000,3900800000000
171057069.1,178497098.3,186745757.9,202305865.2,234572186.5,264505506,305227594.8,327215843.6,341691567.5,378091809.6,358665753.9,404648367.8,474043921.8,574030984,791450308.4,871781686.9,874681611.9,1097893826,1164025637,1259365712,1604836916,1359026709,1160337039,1081387265,1014170069,1076604520,1498219579,1763978066,1947208354,1910635575,2299665506,2262767860,2390796916,1741944426,1387662121,1849110468,2069506015,2116818623,2241650112,2226577204,2106848752,2093498674,2410199032,2987984051,3191561509,3221910408,3320907722,3759964943,4578849658,4721890900,4746389532,5422442166,5413544659,6021732977,5755461035,6387422518,6992700101,8342243646,8169476149,9171261835,TGO,Togo,GDP (current US$),6393318262,6071170959,7029300383,7400284168
2760750861,3034037811,3308912797,3540403457,3889129942,4388937649,5279230817,5638461442,6081009428,6695336567,7086538438,7375000024,8177873151,10838587358,13702998512,14882770594,16985208648,19779312261,24006566637,27371650825,32353514989,34846039194,36589772404,40042798388,41797647776,38900711333,43096773981,50535446555,61667253471,72250748100,85343190719,98234714971,1.11453E+11,1.28889E+11,1.46684E+11,1.69279E+11,1.83035E+11,1.5018E+11,1.13676E+11,1.26669E+11,1.26392E+11,1.20296E+11,1.34301E+11,1.52281E+11,1.72896E+11,1.89318E+11,2.21758E+11,2.62943E+11,2.91383E+11,2.81711E+11,3.41105E+11,3.70819E+11,3.97558E+11,4.20334E+11,4.01296E+11,4.56357E+11,5.43977E+11,5.06256E+11,4.95645E+11,5.14945E+11,THA,Thailand,GDP (current US$),407339000000,413366000000,506754000000,500462000000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2603571429,2550943396,1908554572,1646623195,1522001206,1231561860,1043654822,921518032.9,1320199582,1086612290,860541842.3,1080772551,1221106220,1555318261,2076176869,2312352021,2830213849,3719524541,5161299725,4979472364,5642221099,6522756255,7633036903,8448411318,8271431485,7536402853,8300813599,8937805347,10713525200,12060602009,TJK,Tajikistan,GDP (current US$),9112605459,6992416097,7764999999,8133963551
,,,,,,,,,,,,,,,,,,,,,,,,,,,2500000000,2700000000,2800000000,3000000000,2950000000,3200000000,3180952381,2560939794,2482249253,2378759975,2450350625,2605689134,2450564100,2904663311,3534772732,4462029109,5977440583,6838351088,8103901996,10276674365,12664165103,19271523179,20214385965,22583157895,29233333333,35164210526,39197543860,35799714286,37926285714,45232857143,50007428571,56542857143,59887334844,TKM,Turkmenistan,GDP (current US$),43524210526,36169428571,40765428571,45818000000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.44567E+11,1.0346E+12,1.1247E+12,1.23276E+12,1.46716E+12,1.71528E+12,1.85621E+12,2.0174E+12,2.21285E+12,2.23415E+12,2.00333E+12,2.21479E+12,2.16157E+12,1.92747E+12,1.96057E+12,2.26475E+12,2.75172E+12,3.23438E+12,3.82651E+12,4.46525E+12,4.17612E+12,5.21071E+12,5.94025E+12,6.00586E+12,6.15459E+12,5.19484E+12,5.63195E+12,5.41399E+12,5.31034E+12,6.04525E+12,6.77278E+12,TLA,Latin America & the Caribbean (IDA & IBRD countries),GDP (current US$),6270840000000,5053700000000,5506070000000,4561300000000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128210141.8,147713000,187891500,216914400,239040500,262819900,306956900,319972700,325729800,225357600,366924300,477443500,469455500,490439100,440772000,462268000,453792400,542795400,648523600,726937800,881909300,1042534600,1160555000,1395727400,1595205100,1598208400,2027034000,3621958000,3204753000,2243142908,TLS,Timor-Leste,GDP (current US$),1447535200,1652603700,1566157200,2162619200
